        Teff log g  [M]  Vturb  l/H   small     big    beta
   388 22000  3.50  0.00  0.00  0.00 -21.161 -21.216   2.597
   389 22000  4.00  0.00  0.00  0.00 -21.107 -21.186   2.628
   390 22000  4.50  0.00  0.00  0.00 -21.060 -21.162   2.659
   391 22000  5.00  0.00  0.00  0.00 -21.008 -21.135   2.690
   392 23000  3.00  0.00  0.00  0.00 -21.323 -21.348   2.558
   393 23000  3.50  0.00  0.00  0.00 -21.260 -21.309   2.590
   394 23000  4.00  0.00  0.00  0.00 -21.203 -21.275   2.620
   395 23000  4.50  0.00  0.00  0.00 -21.154 -21.250   2.650
   396 23000  5.00  0.00  0.00  0.00 -21.104 -21.224   2.681
   397 24000  3.00  0.00  0.00  0.00 -21.420 -21.440   2.552
   398 24000  3.50  0.00  0.00  0.00 -21.354 -21.399   2.583
   399 24000  4.00  0.00  0.00  0.00 -21.295 -21.362   2.613
   400 24000  4.50  0.00  0.00  0.00 -21.245 -21.335   2.642
   401 24000  5.00  0.00  0.00  0.00 -21.196 -21.310   2.673
   402 25000  3.00  0.00  0.00  0.00 -21.517 -21.533   2.546
   403 25000  3.50  0.00  0.00  0.00 -21.445 -21.486   2.578
   404 25000  4.00  0.00  0.00  0.00 -21.384 -21.447   2.606
   405 25000  4.50  0.00  0.00  0.00 -21.333 -21.417   2.635
   406 25000  5.00  0.00  0.00  0.00 -21.285 -21.392   2.664
   407 26000  3.00  0.00  0.00  0.00 -21.614 -21.624   2.538
   408 26000  3.50  0.00  0.00  0.00 -21.535 -21.571   2.573
   409 26000  4.00  0.00  0.00  0.00 -21.471 -21.529   2.600
   410 26000  4.50  0.00  0.00  0.00 -21.418 -21.497   2.628
   411 26000  5.00  0.00  0.00  0.00 -21.371 -21.471   2.656
   412 27000  3.50  0.00  0.00  0.00 -21.625 -21.658   2.568
   413 27000  4.00  0.00  0.00  0.00 -21.556 -21.610   2.595
   414 27000  4.50  0.00  0.00  0.00 -21.501 -21.575   2.622
   415 27000  5.00  0.00  0.00  0.00 -21.453 -21.548   2.649
   416 28000  3.50  0.00  0.00  0.00 -21.716 -21.745   2.562
   417 28000  4.00  0.00  0.00  0.00 -21.641 -21.691   2.591
   418 28000  4.50  0.00  0.00  0.00 -21.582 -21.653   2.617
   419 28000  5.00  0.00  0.00  0.00 -21.533 -21.624   2.643
   420 29000  3.50  0.00  0.00  0.00 -21.806 -21.829   2.555
   421 29000  4.00  0.00  0.00  0.00 -21.726 -21.773   2.586
   422 29000  4.50  0.00  0.00  0.00 -21.664 -21.730   2.612
   423 29000  5.00  0.00  0.00  0.00 -21.613 -21.700   2.638
   424 30000  3.50  0.00  0.00  0.00 -21.888 -21.906   2.548
   425 30000  4.00  0.00  0.00  0.00 -21.812 -21.854   2.580
   426 30000  4.50  0.00  0.00  0.00 -21.746 -21.809   2.607
   427 30000  5.00  0.00  0.00  0.00 -21.693 -21.775   2.632
   428 31000  3.50  0.00  0.00  0.00 -21.960 -21.973   2.542
   429 31000  4.00  0.00  0.00  0.00 -21.895 -21.932   2.574
   430 31000  4.50  0.00  0.00  0.00 -21.828 -21.887   2.601
   431 31000  5.00  0.00  0.00  0.00 -21.774 -21.851   2.627
   432 32000  4.00  0.00  0.00  0.00 -21.973 -22.005   2.567
   433 32000  4.50  0.00  0.00  0.00 -21.909 -21.962   2.595
   434 32000  5.00  0.00  0.00  0.00 -21.853 -21.926   2.620
   435 33000  4.00  0.00  0.00  0.00 -22.043 -22.070   2.561
   436 33000  4.50  0.00  0.00  0.00 -21.986 -22.034   2.588
   437 33000  5.00  0.00  0.00  0.00 -21.931 -21.999   2.613
   438 34000  4.00  0.00  0.00  0.00 -22.104 -22.128   2.555
   439 34000  4.50  0.00  0.00  0.00 -22.056 -22.100   2.582
   440 34000  5.00  0.00  0.00  0.00 -22.006 -22.068   2.607
   441 35000  4.00  0.00  0.00  0.00 -22.158 -22.178   2.550
   442 35000  4.50  0.00  0.00  0.00 -22.120 -22.159   2.576
   443 35000  5.00  0.00  0.00  0.00 -22.074 -22.131   2.600
   444 36000  4.00  0.00  0.00  0.00 -22.205 -22.221   2.546
   445 36000  4.50  0.00  0.00  0.00 -22.177 -22.211   2.570
   446 36000  5.00  0.00  0.00  0.00 -22.137 -22.189   2.593
   447 37000  4.00  0.00  0.00  0.00 -22.247 -22.260   2.543
   448 37000  4.50  0.00  0.00  0.00 -22.228 -22.258   2.564
   449 37000  5.00  0.00  0.00  0.00 -22.195 -22.242   2.587
   450 38000  4.00  0.00  0.00  0.00 -22.284 -22.296   2.540
   451 38000  4.50  0.00  0.00  0.00 -22.272 -22.299   2.560
   452 38000  5.00  0.00  0.00  0.00 -22.246 -22.289   2.581
   453 39000  4.00  0.00  0.00  0.00 -22.319 -22.329   2.538
   454 39000  4.50  0.00  0.00  0.00 -22.311 -22.336   2.557
   455 39000  5.00  0.00  0.00  0.00 -22.291 -22.330   2.576
   456 40000  4.50  0.00  0.00  0.00 -22.347 -22.369   2.554
   457 40000  5.00  0.00  0.00  0.00 -22.331 -22.367   2.571
   458 41000  4.50  0.00  0.00  0.00 -22.381 -22.401   2.552
   459 41000  5.00  0.00  0.00  0.00 -22.367 -22.400   2.568
   460 42000  4.50  0.00  0.00  0.00 -22.413 -22.432   2.550
   461 42000  5.00  0.00  0.00  0.00 -22.401 -22.432   2.565
   462 43000  4.50  0.00  0.00  0.00 -22.444 -22.461   2.548
   463 43000  5.00  0.00  0.00  0.00 -22.432 -22.461   2.563
   464 44000  4.50  0.00  0.00  0.00 -22.474 -22.490   2.547
   465 44000  5.00  0.00  0.00  0.00 -22.462 -22.490   2.561
   466 45000  5.00  0.00  0.00  0.00 -22.491 -22.518   2.559
   467 45000  5.00  0.00  0.00  0.00 -22.491 -22.518   2.559
   468 46000  4.50  0.00  0.00  0.00 -22.531 -22.546   2.544
   469 46000  5.00  0.00  0.00  0.00 -22.520 -22.544   2.558
   470 47000  4.50  0.00  0.00  0.00 -22.559 -22.572   2.542
   471 47000  5.00  0.00  0.00  0.00 -22.547 -22.571   2.556
   472 48000  4.50  0.00  0.00  0.00 -22.586 -22.598   2.541
   473 48000  5.00  0.00  0.00  0.00 -22.574 -22.596   2.554
   474 49000  4.50  0.00  0.00  0.00 -22.612 -22.623   2.540
   475 49000  5.00  0.00  0.00  0.00 -22.599 -22.621   2.553
   476 50000  5.00  0.00  0.00  0.00 -22.624 -22.645   2.552
