        Teff log g  [M]  Vturb  l/H   small     big    beta
   388 22000  3.50  0.20  2.00  0.00 -21.204 -21.257   2.594
   389 22000  4.00  0.20  2.00  0.00 -21.152 -21.228   2.624
   390 22000  4.50  0.20  2.00  0.00 -21.111 -21.210   2.654
   391 22000  5.00  0.20  2.00  0.00 -21.067 -21.189   2.685
   392 23000  3.00  0.20  2.00  0.00 -21.362 -21.386   2.555
   393 23000  3.50  0.20  2.00  0.00 -21.302 -21.349   2.587
   394 23000  4.00  0.20  2.00  0.00 -21.246 -21.316   2.617
   395 23000  4.50  0.20  2.00  0.00 -21.202 -21.294   2.646
   396 23000  5.00  0.20  2.00  0.00 -21.160 -21.275   2.675
   397 24000  3.00  0.20  2.00  0.00 -21.457 -21.476   2.550
   398 24000  3.50  0.20  2.00  0.00 -21.395 -21.438   2.581
   399 24000  4.00  0.20  2.00  0.00 -21.337 -21.402   2.610
   400 24000  4.50  0.20  2.00  0.00 -21.289 -21.376   2.639
   401 24000  5.00  0.20  2.00  0.00 -21.248 -21.356   2.666
   402 25000  3.00  0.20  2.00  0.00 -21.551 -21.565   2.543
   403 25000  3.50  0.20  2.00  0.00 -21.484 -21.523   2.575
   404 25000  4.00  0.20  2.00  0.00 -21.425 -21.485   2.603
   405 25000  4.50  0.20  2.00  0.00 -21.374 -21.456   2.632
   406 25000  5.00  0.20  2.00  0.00 -21.331 -21.434   2.659
   407 26000  3.00  0.20  2.00  0.00 -21.643 -21.651   2.535
   408 26000  3.50  0.20  2.00  0.00 -21.572 -21.607   2.571
   409 26000  4.00  0.20  2.00  0.00 -21.510 -21.566   2.598
   410 26000  4.50  0.20  2.00  0.00 -21.457 -21.534   2.625
   411 26000  5.00  0.20  2.00  0.00 -21.412 -21.510   2.652
   412 27000  3.50  0.20  2.00  0.00 -21.661 -21.692   2.566
   413 27000  4.00  0.20  2.00  0.00 -21.593 -21.645   2.593
   414 27000  4.50  0.20  2.00  0.00 -21.538 -21.611   2.619
   415 27000  5.00  0.20  2.00  0.00 -21.491 -21.584   2.646
   416 28000  3.50  0.20  2.00  0.00 -21.749 -21.777   2.560
   417 28000  4.00  0.20  2.00  0.00 -21.676 -21.725   2.589
   418 28000  4.50  0.20  2.00  0.00 -21.618 -21.687   2.614
   419 28000  5.00  0.20  2.00  0.00 -21.570 -21.658   2.640
   420 29000  3.50  0.20  2.00  0.00 -21.835 -21.857   2.554
   421 29000  4.00  0.20  2.00  0.00 -21.760 -21.805   2.584
   422 29000  4.50  0.20  2.00  0.00 -21.698 -21.763   2.610
   423 29000  5.00  0.20  2.00  0.00 -21.647 -21.732   2.635
   424 30000  3.50  0.20  2.00  0.00 -21.913 -21.930   2.547
   425 30000  4.00  0.20  2.00  0.00 -21.843 -21.884   2.579
   426 30000  4.50  0.20  2.00  0.00 -21.778 -21.840   2.605
   427 30000  5.00  0.20  2.00  0.00 -21.725 -21.806   2.630
   428 31000  3.50  0.20  2.00  0.00 -21.980 -21.992   2.541
   429 31000  4.00  0.20  2.00  0.00 -21.923 -21.960   2.573
   430 31000  4.50  0.20  2.00  0.00 -21.858 -21.915   2.600
   431 31000  5.00  0.20  2.00  0.00 -21.803 -21.880   2.625
   432 32000  4.00  0.20  2.00  0.00 -21.998 -22.029   2.566
   433 32000  4.50  0.20  2.00  0.00 -21.936 -21.989   2.594
   434 32000  5.00  0.20  2.00  0.00 -21.880 -21.952   2.619
   435 33000  4.00  0.20  2.00  0.00 -22.064 -22.091   2.561
   436 33000  4.50  0.20  2.00  0.00 -22.010 -22.058   2.587
   437 33000  5.00  0.20  2.00  0.00 -21.956 -22.023   2.613
   438 34000  4.00  0.20  2.00  0.00 -22.123 -22.146   2.555
   439 34000  4.50  0.20  2.00  0.00 -22.078 -22.121   2.581
   440 34000  5.00  0.20  2.00  0.00 -22.028 -22.090   2.606
   441 35000  4.00  0.20  2.00  0.00 -22.174 -22.194   2.550
   442 35000  4.50  0.20  2.00  0.00 -22.139 -22.177   2.575
   443 35000  5.00  0.20  2.00  0.00 -22.094 -22.151   2.599
   444 36000  4.00  0.20  2.00  0.00 -22.219 -22.236   2.546
   445 36000  4.50  0.20  2.00  0.00 -22.194 -22.228   2.570
   446 36000  5.00  0.20  2.00  0.00 -22.155 -22.207   2.593
   447 37000  4.00  0.20  2.00  0.00 -22.260 -22.274   2.543
   448 37000  4.50  0.20  2.00  0.00 -22.242 -22.273   2.565
   449 37000  5.00  0.20  2.00  0.00 -22.210 -22.257   2.587
   450 38000  4.00  0.20  2.00  0.00 -22.296 -22.309   2.541
   451 38000  4.50  0.20  2.00  0.00 -22.285 -22.312   2.561
   452 38000  5.00  0.20  2.00  0.00 -22.259 -22.302   2.581
   453 39000  4.00  0.20  2.00  0.00 -22.331 -22.342   2.539
   454 39000  4.50  0.20  2.00  0.00 -22.323 -22.348   2.558
   455 39000  5.00  0.20  2.00  0.00 -22.303 -22.342   2.576
   456 40000  4.50  0.20  2.00  0.00 -22.359 -22.382   2.555
   457 40000  5.00  0.20  2.00  0.00 -22.342 -22.379   2.573
   458 41000  4.50  0.20  2.00  0.00 -22.392 -22.414   2.553
   459 41000  5.00  0.20  2.00  0.00 -22.378 -22.412   2.569
   460 42000  4.50  0.20  2.00  0.00 -22.424 -22.445   2.551
   461 42000  5.00  0.20  2.00  0.00 -22.411 -22.443   2.567
   462 43000  4.50  0.20  2.00  0.00 -22.456 -22.474   2.550
   463 43000  5.00  0.20  2.00  0.00 -22.442 -22.473   2.565
   464 44000  4.50  0.20  2.00  0.00 -22.486 -22.504   2.548
   465 44000  5.00  0.20  2.00  0.00 -22.473 -22.502   2.563
   466 45000  5.00  0.20  2.00  0.00 -22.502 -22.530   2.561
   467 45000  5.00  0.20  2.00  0.00 -22.502 -22.530   2.561
   468 46000  4.50  0.20  2.00  0.00 -22.544 -22.559   2.545
   469 46000  5.00  0.20  2.00  0.00 -22.531 -22.557   2.559
   470 47000  4.50  0.20  2.00  0.00 -22.572 -22.586   2.543
   471 47000  5.00  0.20  2.00  0.00 -22.559 -22.584   2.558
   472 48000  4.50  0.20  2.00  0.00 -22.599 -22.612   2.542
   473 48000  5.00  0.20  2.00  0.00 -22.586 -22.610   2.556
   474 49000  4.50  0.20  2.00  0.00 -22.625 -22.637   2.541
   475 49000  5.00  0.20  2.00  0.00 -22.612 -22.635   2.555
   476 50000  5.00  0.20  2.00  0.00 -22.637 -22.659   2.553
