        Teff log g  [M]  Vturb  l/H   small     big    beta
   388 22000  3.50  0.00  2.00  0.00 -21.169 -21.222   2.595
   389 22000  4.00  0.00  2.00  0.00 -21.114 -21.190   2.625
   390 22000  4.50  0.00  2.00  0.00 -21.065 -21.165   2.656
   391 22000  5.00  0.00  2.00  0.00 -21.014 -21.138   2.687
   392 23000  3.00  0.00  2.00  0.00 -21.331 -21.355   2.556
   393 23000  3.50  0.00  2.00  0.00 -21.268 -21.316   2.588
   394 23000  4.00  0.00  2.00  0.00 -21.209 -21.280   2.618
   395 23000  4.50  0.00  2.00  0.00 -21.160 -21.253   2.648
   396 23000  5.00  0.00  2.00  0.00 -21.109 -21.226   2.678
   397 24000  3.00  0.00  2.00  0.00 -21.428 -21.447   2.550
   398 24000  3.50  0.00  2.00  0.00 -21.363 -21.405   2.581
   399 24000  4.00  0.00  2.00  0.00 -21.302 -21.368   2.610
   400 24000  4.50  0.00  2.00  0.00 -21.251 -21.339   2.640
   401 24000  5.00  0.00  2.00  0.00 -21.201 -21.312   2.670
   402 25000  3.00  0.00  2.00  0.00 -21.524 -21.539   2.544
   403 25000  3.50  0.00  2.00  0.00 -21.453 -21.492   2.576
   404 25000  4.00  0.00  2.00  0.00 -21.392 -21.452   2.604
   405 25000  4.50  0.00  2.00  0.00 -21.339 -21.421   2.632
   406 25000  5.00  0.00  2.00  0.00 -21.290 -21.395   2.661
   407 26000  3.00  0.00  2.00  0.00 -21.620 -21.628   2.536
   408 26000  3.50  0.00  2.00  0.00 -21.542 -21.577   2.571
   409 26000  4.00  0.00  2.00  0.00 -21.478 -21.534   2.598
   410 26000  4.50  0.00  2.00  0.00 -21.424 -21.501   2.625
   411 26000  5.00  0.00  2.00  0.00 -21.376 -21.474   2.653
   412 27000  3.50  0.00  2.00  0.00 -21.632 -21.663   2.566
   413 27000  4.00  0.00  2.00  0.00 -21.563 -21.615   2.593
   414 27000  4.50  0.00  2.00  0.00 -21.507 -21.579   2.619
   415 27000  5.00  0.00  2.00  0.00 -21.458 -21.551   2.646
   416 28000  3.50  0.00  2.00  0.00 -21.722 -21.750   2.561
   417 28000  4.00  0.00  2.00  0.00 -21.647 -21.696   2.589
   418 28000  4.50  0.00  2.00  0.00 -21.588 -21.656   2.614
   419 28000  5.00  0.00  2.00  0.00 -21.539 -21.627   2.640
   420 29000  3.50  0.00  2.00  0.00 -21.810 -21.833   2.554
   421 29000  4.00  0.00  2.00  0.00 -21.732 -21.777   2.584
   422 29000  4.50  0.00  2.00  0.00 -21.669 -21.734   2.609
   423 29000  5.00  0.00  2.00  0.00 -21.618 -21.703   2.635
   424 30000  3.50  0.00  2.00  0.00 -21.892 -21.909   2.547
   425 30000  4.00  0.00  2.00  0.00 -21.817 -21.858   2.578
   426 30000  4.50  0.00  2.00  0.00 -21.751 -21.812   2.604
   427 30000  5.00  0.00  2.00  0.00 -21.698 -21.778   2.630
   428 31000  3.50  0.00  2.00  0.00 -21.962 -21.975   2.541
   429 31000  4.00  0.00  2.00  0.00 -21.899 -21.936   2.572
   430 31000  4.50  0.00  2.00  0.00 -21.833 -21.890   2.599
   431 31000  5.00  0.00  2.00  0.00 -21.778 -21.854   2.624
   432 32000  4.00  0.00  2.00  0.00 -21.976 -22.008   2.566
   433 32000  4.50  0.00  2.00  0.00 -21.913 -21.965   2.593
   434 32000  5.00  0.00  2.00  0.00 -21.857 -21.928   2.618
   435 33000  4.00  0.00  2.00  0.00 -22.045 -22.072   2.560
   436 33000  4.50  0.00  2.00  0.00 -21.989 -22.036   2.587
   437 33000  5.00  0.00  2.00  0.00 -21.935 -22.001   2.611
   438 34000  4.00  0.00  2.00  0.00 -22.106 -22.129   2.555
   439 34000  4.50  0.00  2.00  0.00 -22.059 -22.101   2.580
   440 34000  5.00  0.00  2.00  0.00 -22.008 -22.069   2.605
   441 35000  4.00  0.00  2.00  0.00 -22.160 -22.179   2.550
   442 35000  4.50  0.00  2.00  0.00 -22.122 -22.160   2.574
   443 35000  5.00  0.00  2.00  0.00 -22.076 -22.133   2.598
   444 36000  4.00  0.00  2.00  0.00 -22.206 -22.222   2.546
   445 36000  4.50  0.00  2.00  0.00 -22.179 -22.212   2.569
   446 36000  5.00  0.00  2.00  0.00 -22.139 -22.190   2.592
   447 37000  4.00  0.00  2.00  0.00 -22.247 -22.261   2.542
   448 37000  4.50  0.00  2.00  0.00 -22.229 -22.259   2.564
   449 37000  5.00  0.00  2.00  0.00 -22.196 -22.242   2.586
   450 38000  4.00  0.00  2.00  0.00 -22.285 -22.296   2.540
   451 38000  4.50  0.00  2.00  0.00 -22.273 -22.299   2.559
   452 38000  5.00  0.00  2.00  0.00 -22.247 -22.289   2.580
   453 39000  4.00  0.00  2.00  0.00 -22.320 -22.329   2.538
   454 39000  4.50  0.00  2.00  0.00 -22.312 -22.336   2.556
   455 39000  5.00  0.00  2.00  0.00 -22.292 -22.330   2.575
   456 40000  4.50  0.00  2.00  0.00 -22.348 -22.370   2.554
   457 40000  5.00  0.00  2.00  0.00 -22.332 -22.367   2.571
   458 41000  4.50  0.00  2.00  0.00 -22.381 -22.401   2.552
   459 41000  5.00  0.00  2.00  0.00 -22.368 -22.400   2.568
   460 42000  4.50  0.00  2.00  0.00 -22.413 -22.432   2.550
   461 42000  5.00  0.00  2.00  0.00 -22.401 -22.432   2.565
   462 43000  4.50  0.00  2.00  0.00 -22.444 -22.462   2.548
   463 43000  5.00  0.00  2.00  0.00 -22.432 -22.461   2.563
   464 44000  4.50  0.00  2.00  0.00 -22.474 -22.490   2.546
   465 44000  5.00  0.00  2.00  0.00 -22.463 -22.490   2.561
   466 45000  4.50  0.00  2.00  0.00 -22.503 -22.518   2.545
   467 45000  5.00  0.00  2.00  0.00 -22.492 -22.518   2.559
   468 46000  4.50  0.00  2.00  0.00 -22.532 -22.546   2.543
   469 46000  5.00  0.00  2.00  0.00 -22.520 -22.545   2.557
   470 47000  4.50  0.00  2.00  0.00 -22.559 -22.572   2.542
   471 47000  5.00  0.00  2.00  0.00 -22.547 -22.571   2.556
   472 48000  4.50  0.00  2.00  0.00 -22.586 -22.598   2.541
   473 48000  5.00  0.00  2.00  0.00 -22.574 -22.596   2.554
   474 49000  4.50  0.00  2.00  0.00 -22.612 -22.623   2.539
   475 49000  5.00  0.00  2.00  0.00 -22.600 -22.621   2.553
   476 50000  5.00  0.00  2.00  0.00 -22.625 -22.645   2.551
