
       Teff log g  [M]a Vturb  l/H   small     big    beta
  377 29000  4.50 -1.50  4.00  0.00 -21.578 -21.649   2.605
  378 29000  5.00 -1.50  4.00  0.00 -21.533 -21.624   2.633
  379 30000  3.50 -1.50  4.00  0.00 -21.815 -21.836   2.539
  380 30000  4.00 -1.50  4.00  0.00 -21.726 -21.772   2.572
  381 30000  4.50 -1.50  4.00  0.00 -21.663 -21.729   2.599
  382 30000  5.00 -1.50  4.00  0.00 -21.616 -21.702   2.627
  383 31000  3.50 -1.50  4.00  0.00 -21.902 -21.918   2.531
  384 31000  4.00 -1.50  4.00  0.00 -21.817 -21.857   2.564
  385 31000  4.50 -1.50  4.00  0.00 -21.750 -21.810   2.593
  386 31000  5.00 -1.50  4.00  0.00 -21.699 -21.780   2.620
  387 32000  4.00 -1.50  4.00  0.00 -21.904 -21.939   2.557
  388 32000  4.50 -1.50  4.00  0.00 -21.836 -21.891   2.585
  389 32000  5.00 -1.50  4.00  0.00 -21.784 -21.859   2.612
  390 33000  4.00 -1.50  4.00  0.00 -21.985 -22.014   2.550
  391 33000  4.50 -1.50  4.00  0.00 -21.921 -21.971   2.578
  392 33000  5.00 -1.50  4.00  0.00 -21.867 -21.936   2.604
  393 34000  4.00 -1.50  4.00  0.00 -22.056 -22.080   2.543
  394 34000  4.50 -1.50  4.00  0.00 -22.000 -22.044   2.570
  395 34000  5.00 -1.50  4.00  0.00 -21.949 -22.012   2.596
  396 35000  4.00 -1.50  4.00  0.00 -22.119 -22.138   2.536
  397 35000  4.50 -1.50  4.00  0.00 -22.072 -22.111   2.563
  398 35000  5.00 -1.50  4.00  0.00 -22.025 -22.082   2.588
  399 37500  4.50 -1.50  4.00  0.00 -22.219 -22.245   2.545
  400 37500  5.00 -1.50  4.00  0.00 -22.188 -22.231   2.568
  401 40000  4.50 -1.50  4.00  0.00 -22.318 -22.336   2.534
  402 40000  5.00 -1.50  4.00  0.00 -22.307 -22.337   2.552
  403 42500  5.00 -1.50  4.00  0.00 -22.388 -22.412   2.543
  404 45000  5.00 -1.50  4.00  0.00 -22.453 -22.474   2.538
  405 47500  5.00 -1.50  4.00  0.00 -22.512 -22.530   2.535
  406 50000  5.00 -1.50  4.00  0.00 -22.568 -22.585   2.533
