
       Teff log g  [M]a Vturb  l/H   small     big    beta
  377 29000  4.50 -1.50  2.00  0.00 -21.574 -21.645   2.606
  378 29000  5.00 -1.50  2.00  0.00 -21.529 -21.620   2.635
  379 30000  3.50 -1.50  2.00  0.00 -21.813 -21.835   2.539
  380 30000  4.00 -1.50  2.00  0.00 -21.724 -21.769   2.572
  381 30000  4.50 -1.50  2.00  0.00 -21.660 -21.726   2.600
  382 30000  5.00 -1.50  2.00  0.00 -21.612 -21.699   2.628
  383 31000  3.50 -1.50  2.00  0.00 -21.901 -21.916   2.531
  384 31000  4.00 -1.50  2.00  0.00 -21.815 -21.855   2.565
  385 31000  4.50 -1.50  2.00  0.00 -21.747 -21.808   2.593
  386 31000  5.00 -1.50  2.00  0.00 -21.697 -21.778   2.620
  387 32000  4.00 -1.50  2.00  0.00 -21.903 -21.937   2.557
  388 32000  4.50 -1.50  2.00  0.00 -21.834 -21.889   2.586
  389 32000  5.00 -1.50  2.00  0.00 -21.781 -21.857   2.612
  390 33000  4.00 -1.50  2.00  0.00 -21.984 -22.013   2.550
  391 33000  4.50 -1.50  2.00  0.00 -21.919 -21.969   2.578
  392 33000  5.00 -1.50  2.00  0.00 -21.866 -21.935   2.604
  393 34000  4.00 -1.50  2.00  0.00 -22.055 -22.079   2.543
  394 34000  4.50 -1.50  2.00  0.00 -21.999 -22.043   2.570
  395 34000  5.00 -1.50  2.00  0.00 -21.948 -22.011   2.596
  396 35000  4.00 -1.50  2.00  0.00 -22.118 -22.137   2.536
  397 35000  4.50 -1.50  2.00  0.00 -22.071 -22.110   2.563
  398 35000  5.00 -1.50  2.00  0.00 -22.024 -22.081   2.588
  399 37500  4.50 -1.50  2.00  0.00 -22.218 -22.244   2.545
  400 37500  5.00 -1.50  2.00  0.00 -22.187 -22.230   2.568
  401 40000  4.50 -1.50  2.00  0.00 -22.317 -22.335   2.534
  402 40000  5.00 -1.50  2.00  0.00 -22.306 -22.336   2.552
  403 42500  5.00 -1.50  2.00  0.00 -22.388 -22.411   2.543
  404 45000  5.00 -1.50  2.00  0.00 -22.452 -22.473   2.538
  405 47500  5.00 -1.50  2.00  0.00 -22.510 -22.529   2.535
  406 50000  5.00 -1.50  2.00  0.00 -22.566 -22.583   2.533
